STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNWD,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNOW,Measurement Flag,Quality Flag,Source Flag,Time of Observation,PSUN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TSUN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TOBS,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT09,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT01,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT05,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT02,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT11,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT04,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT08,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT03,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150819,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,250, , ,7,0730,83, , ,7,0730,183, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150820,5, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,311, , ,7,0730,89, , ,7,0730,222, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150821,36, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,267, , ,7,0730,122, , ,7,0730,156, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150822,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,267, , ,7,0730,117, , ,7,0730,122, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150823,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,244, , ,7,0730,122, , ,7,0730,133, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150824,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,278, , ,7,0730,133, , ,7,0730,189, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150825,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,256, , ,7,0730,128, , ,7,0730,128, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150826,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,206, , ,7,0730,122, , ,7,0730,128, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150827,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,200, , ,7,0730,128, , ,7,0730,144, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150828,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,200, , ,7,0730,111, , ,7,0730,111, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150829,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,256, , ,7,0730,111, , ,7,0730,128, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150830,15, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,278, , ,7,0730,128, , ,7,0730,172, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150831,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,289, , ,7,0730,172, , ,7,0730,194, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150901,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,306, , ,7,0730,189, , ,7,0730,194, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150902,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,311, , ,7,0730,183, , ,7,0730,189, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150903,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,317, , ,7,0730,150, , ,7,0730,194, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150904,3, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,311, , ,7,0730,106, , ,7,0730,183, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150905,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,311, , ,7,0730,122, , ,7,0730,189, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150906,23, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,306, , ,7,0730,183, , ,7,0730,183, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150907,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,311, , ,7,0730,183, , ,7,0730,200, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150908,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,317, , ,7,0730,189, , ,7,0730,189, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150909,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,328, , ,7,0730,189, , ,7,0730,217, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150910,213, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,317, , ,7,0730,161, , ,7,0730,172, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150911,3, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,217, , ,7,0730,128, , ,7,0730,133, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150912,102, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,267, , ,7,0730,133, , ,7,0730,144, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150913,69, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,167, , ,7,0730,94, , ,7,0730,100, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150914,13, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,167, , ,7,0730,89, , ,7,0730,89, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150915,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,228, , ,7,0730,89, , ,7,0730,94, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150916,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,256, , ,7,0730,94, , ,7,0730,117, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150917,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,272, , ,7,0730,117, , ,7,0730,128, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150918,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,278, , ,7,0730,122, , ,7,0730,144, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150919,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,278, , ,7,0730,144, , ,7,0730,189, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150920,64, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,278, , ,7,0730,100, , ,7,0730,100, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150921,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,206, , ,7,0730,94, , ,7,0730,106, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150922,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,256, , ,7,0730,106, , ,7,0730,139, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150923,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,233, , ,7,0730,94, , ,7,0730,106, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150924,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,244, , ,7,0730,106, , ,7,0730,111, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150925,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,256, , ,7,0730,111, , ,7,0730,139, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150926,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,256, , ,7,0730,111, , ,7,0730,139, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150927,0, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,250, , ,7,0730,139, , ,7,0730,156, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150928,89, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,239, , ,7,0730,156, , ,7,0730,161, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150929,79, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,206, , ,7,0730,161, , ,7,0730,183, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USC00365918,MOON TOWNSHIP PA US,357.2,40.53194,-80.21722,20150930,729, , ,7,0730,0, , ,7,0730,0, , ,7,9999,-9999, , , ,9999,-9999, , , ,9999,200, , ,7,0730,144, , ,7,0730,144, , ,7,0730,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150701,64, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150702,0,T, ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150703,0, , ,N,9999,-9999, , , ,9999,0, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150704,155, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150705,0, , ,N,9999,-9999, , , ,9999,0, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150706,0, , ,N,9999,-9999, , , ,9999,0, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150708,498, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150709,5, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150710,102, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150711,8, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150712,0, , ,N,9999,-9999, , , ,9999,0, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150719,0, , ,N,9999,-9999, , , ,9999,0, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150720,41, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150721,84, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150722,13, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150723,0, , ,N,9999,-9999, , , ,9999,0, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150724,0, , ,N,9999,-9999, , , ,9999,0, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:US1PAAL0030,CARNOT MOON 0.9 S PA US,347.2,40.5061,-80.2119,20150725,0, , ,N,9999,-9999, , , ,9999,0, , ,N,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
